,Start date,Sleep quality,Drank coffee,Drank tea,Worked out,Stressful day,Sleep cycle,Sleep cycle offset,Start time
550,2017-05-08,66,True,True,True,False,5,13,2
551,2017-05-10,82,True,True,False,False,5,2,3
552,2017-05-11,95,True,True,True,False,5,77,2
553,2017-05-14,73,False,True,False,False,5,36,4
554,2017-05-14,77,True,True,False,False,5,52,2
555,2017-05-15,75,True,True,True,False,5,4,3
556,2017-05-16,73,False,True,False,False,5,6,3
557,2017-05-17,90,True,True,True,False,5,26,3
558,2017-05-18,88,True,True,True,True,4,70,3
559,2017-05-20,73,True,True,True,False,5,22,5
560,2017-05-22,90,False,True,True,False,6,6,2
561,2017-05-24,70,True,False,True,False,5,2,4
562,2017-05-24,82,False,True,True,False,5,58,2
563,2017-05-25,73,False,True,True,False,5,34,2
564,2017-05-28,81,True,False,True,False,5,13,4
565,2017-05-28,75,True,False,False,False,5,11,3
566,2017-05-29,88,True,False,True,True,5,12,2
567,2017-05-30,75,True,False,True,False,5,51,2
568,2017-05-31,86,True,True,True,False,4,79,2
569,2017-06-01,80,True,True,True,False,5,11,3
570,2017-06-02,69,True,True,False,False,5,35,2
571,2017-06-03,72,True,False,True,False,6,16,2
572,2017-06-04,67,True,False,False,False,4,66,3
573,2017-06-05,74,True,False,True,False,5,17,3
574,2017-06-06,76,True,True,True,True,5,44,2
575,2017-06-07,41,True,True,True,False,5,10,3
576,2017-06-08,70,False,True,False,False,5,60,2
577,2017-06-10,67,False,False,False,False,5,17,4
578,2017-06-11,78,False,False,False,False,5,22,2
579,2017-06-12,93,False,False,False,False,5,62,2
580,2017-06-13,74,False,False,False,False,5,24,2
581,2017-06-14,68,False,False,False,False,5,8,3
582,2017-06-15,76,False,False,False,False,5,18,2
583,2017-06-18,66,False,False,False,False,5,9,2
584,2017-06-19,70,False,False,False,False,4,86,3
585,2017-06-20,77,False,False,False,False,5,13,3
586,2017-06-21,72,False,False,False,False,5,7,3
587,2017-06-22,59,False,False,False,False,4,60,4
588,2017-06-23,74,False,False,False,False,5,14,3
589,2017-06-25,83,False,False,False,False,5,40,2
590,2017-06-26,90,False,False,False,False,5,81,1
591,2017-06-27,86,False,False,False,False,5,71,2
592,2017-06-28,69,False,False,False,False,5,58,2
593,2017-06-29,77,False,False,False,False,5,30,3
594,2017-07-03,81,False,False,False,False,4,72,5
595,2017-07-03,73,False,False,False,False,5,11,3
596,2017-07-04,74,False,False,False,False,5,18,2
597,2017-07-05,66,False,False,False,False,5,25,2
598,2017-07-06,73,False,False,False,False,5,27,3
599,2017-07-09,70,False,False,False,False,4,82,3
600,2017-07-10,74,False,False,False,False,5,5,2
601,2017-07-11,65,False,False,False,False,5,56,2
602,2017-07-12,67,False,False,False,False,4,73,3
603,2017-07-13,81,False,False,False,False,5,44,3
604,2017-07-16,70,False,False,False,False,5,47,2
605,2017-07-17,71,False,False,False,False,4,86,3
606,2017-07-18,84,False,False,False,False,5,69,2
607,2017-07-19,87,False,False,False,False,5,39,2
608,2017-07-22,78,False,False,False,False,5,27,3
609,2017-07-23,84,False,False,False,False,5,21,2
610,2017-07-25,87,False,False,False,False,5,13,2
611,2017-07-26,74,False,False,False,False,5,5,2
612,2017-07-27,51,False,False,False,False,5,27,2
613,2017-07-29,72,False,False,False,False,5,79,2
614,2017-07-30,89,False,False,False,False,4,72,3
615,2017-07-31,82,False,False,False,False,5,9,3
616,2017-08-02,81,False,False,False,False,5,3,3
617,2017-08-03,80,False,False,False,False,4,78,3
618,2017-08-04,76,False,False,False,False,5,61,3
619,2017-08-05,81,False,False,False,False,5,30,4
620,2017-08-06,99,False,False,False,False,6,8,3
621,2017-08-07,73,False,False,False,False,5,56,3
622,2017-08-08,81,False,False,False,False,5,1,3
623,2017-08-12,79,False,False,False,False,5,12,3
624,2017-08-13,58,False,False,False,False,4,64,3
625,2017-08-14,67,False,False,False,False,4,78,3
626,2017-08-15,83,False,False,False,False,5,64,2
627,2017-08-16,81,False,False,False,False,4,87,2
628,2017-08-17,35,False,False,False,False,5,46,1
629,2017-08-25,30,False,False,False,False,4,60,4
630,2017-08-27,94,False,False,False,False,5,74,2
631,2017-08-28,82,False,False,False,False,6,17,2
632,2017-08-30,74,False,False,False,False,5,7,3
633,2017-08-31,81,False,False,False,False,5,45,3
634,2017-09-01,89,False,False,False,False,6,4,3
635,2017-09-03,81,False,False,False,False,4,81,5
636,2017-09-03,84,False,False,False,False,5,44,3
637,2017-09-04,59,False,False,False,False,4,77,3
638,2017-09-05,81,False,False,False,False,5,0,3
639,2017-09-06,79,False,False,False,False,5,29,2
640,2017-09-07,77,False,False,False,False,5,9,2
641,2017-09-09,74,False,False,False,False,5,78,1
642,2017-09-11,56,False,False,False,False,4,87,3
643,2017-09-12,86,False,False,False,False,5,34,2
644,2017-09-14,79,False,False,False,False,5,29,2
645,2017-09-16,91,False,False,False,False,5,63,4
646,2017-09-17,71,False,False,False,False,5,11,3
647,2017-09-18,69,False,False,False,False,5,14,2
648,2017-09-19,76,False,False,False,False,5,17,2
649,2017-09-20,65,False,False,False,False,5,32,2
650,2017-09-21,72,False,False,False,False,5,14,2
651,2017-09-24,80,False,False,False,False,5,43,2
652,2017-09-25,73,False,False,False,False,5,31,2
653,2017-09-27,83,False,False,False,False,5,32,2
654,2017-09-28,75,False,False,False,False,4,64,4
655,2017-09-29,80,False,False,False,False,5,76,3
656,2017-10-01,79,False,False,False,False,5,3,4
657,2017-10-01,69,False,False,False,False,5,51,2
658,2017-10-02,76,False,False,False,False,4,65,3
659,2017-10-03,96,False,False,False,False,5,74,2
660,2017-10-04,75,False,False,False,False,4,80,3
661,2017-10-05,76,False,False,False,False,4,73,1
662,2017-10-06,55,False,False,False,False,5,77,3
663,2017-10-07,71,False,False,False,False,6,67,2
664,2017-10-09,79,False,False,False,False,5,12,2
665,2017-10-10,80,False,False,False,False,5,6,2
666,2017-10-11,71,False,False,False,False,5,8,3
667,2017-10-12,79,False,False,False,False,5,44,2
668,2017-10-13,88,False,False,False,False,6,11,3
669,2017-10-14,80,False,False,False,False,5,55,3
670,2017-10-15,69,False,False,False,False,4,69,3
671,2017-10-16,74,False,False,False,False,5,39,2
672,2017-10-17,78,False,False,False,False,5,51,2
673,2017-10-19,100,False,False,False,False,6,0,1
674,2017-10-21,89,False,False,False,False,5,21,4
675,2017-10-22,79,False,False,False,False,4,80,4
676,2017-10-22,82,False,False,False,False,5,40,2
677,2017-10-23,65,False,False,False,False,5,12,2
678,2017-10-24,83,False,False,False,False,5,21,2
679,2017-10-25,65,False,False,False,False,5,35,2
680,2017-10-28,91,False,False,False,False,6,0,3
681,2017-10-29,78,False,False,False,False,5,4,2
682,2017-11-02,74,False,False,False,False,5,86,1
683,2017-11-03,89,False,False,False,False,5,32,3
684,2017-11-05,70,False,False,False,False,5,5,3
685,2017-11-06,75,False,False,False,False,5,19,2
686,2017-11-07,90,False,False,False,False,5,73,1
687,2017-11-08,76,False,False,False,False,4,78,3
688,2017-11-09,96,False,False,False,False,6,11,2
689,2017-11-10,83,False,False,False,False,5,21,3
690,2017-11-11,84,False,False,False,False,5,41,3
691,2017-11-12,79,False,False,False,False,5,80,4
692,2017-11-14,93,False,False,False,False,6,34,1
693,2017-11-15,85,False,False,False,False,6,27,1
694,2017-11-16,80,False,False,False,False,5,4,3
695,2017-11-17,91,False,False,False,False,5,41,3
696,2017-11-19,82,False,False,False,False,5,34,2
697,2017-11-20,86,False,False,False,False,5,3,2
698,2017-11-21,68,False,False,False,False,5,1,2
699,2017-11-22,80,False,False,False,False,4,86,3
700,2017-11-23,80,False,False,False,False,5,3,3
701,2017-11-25,100,False,False,False,False,6,5,3
702,2017-11-26,63,False,False,False,False,5,25,2
703,2017-11-27,73,False,False,False,False,4,82,3
704,2017-11-28,80,False,False,False,False,4,74,3
705,2017-11-29,83,False,False,False,False,5,22,3
706,2017-11-30,77,False,False,False,False,6,1,1
707,2017-12-03,63,False,False,False,False,4,65,3
708,2017-12-04,70,False,False,False,False,5,59,1
709,2017-12-05,68,False,False,False,False,4,79,3
710,2017-12-06,63,False,False,False,False,5,23,2
711,2017-12-07,82,False,False,False,False,5,57,2
712,2017-12-09,95,False,False,False,False,5,65,4
713,2017-12-10,70,False,False,False,False,5,19,2
714,2017-12-11,68,False,False,False,False,5,39,2
715,2017-12-12,72,False,False,False,False,5,15,2
716,2017-12-14,60,False,False,False,False,4,64,3
717,2017-12-17,80,False,False,False,False,5,63,2
718,2017-12-18,79,False,False,False,False,5,56,2
719,2017-12-19,79,False,False,False,False,5,50,2
720,2017-12-20,59,False,False,False,False,5,52,2
721,2017-12-21,75,False,False,False,False,5,74,2
722,2017-12-29,75,False,False,False,False,5,20,4
723,2017-12-29,75,False,False,False,False,6,68,2
724,2018-01-01,81,False,False,False,False,5,55,2
725,2018-01-02,76,False,False,False,False,4,77,3
726,2018-01-04,91,False,False,False,False,6,5,2
727,2018-01-06,86,False,False,False,False,5,76,3
728,2018-01-07,83,False,False,False,False,5,31,2
729,2018-01-09,90,False,False,False,False,5,31,2
730,2018-01-10,71,False,False,False,False,5,8,2
731,2018-01-11,70,False,False,False,False,4,66,2
732,2018-01-12,70,False,False,False,False,6,48,2
733,2018-01-13,64,False,False,False,False,6,2,2
734,2018-01-14,73,False,False,False,False,5,18,2
735,2018-01-15,79,False,False,False,False,4,75,3
736,2018-01-16,71,False,False,False,False,5,21,2
737,2018-01-17,84,False,False,False,False,4,87,3
738,2018-01-18,59,False,False,False,False,5,32,3
739,2018-01-19,71,False,False,False,False,6,61,2
740,2018-01-20,67,False,False,False,False,4,77,4
741,2018-01-21,84,False,False,False,False,5,26,2
742,2018-01-23,73,False,False,False,False,5,48,2
743,2018-01-24,84,False,False,False,False,6,3,1
744,2018-01-26,92,False,False,False,False,6,7,2
745,2018-01-28,81,False,False,False,False,4,87,5
746,2018-01-28,69,False,False,False,False,4,89,2
747,2018-01-29,79,False,False,False,False,5,53,2
748,2018-01-30,77,False,False,False,False,5,14,2
749,2018-01-31,72,False,False,False,False,5,2,2
750,2018-02-01,80,False,False,False,False,6,20,1
751,2018-02-03,96,False,False,False,False,6,8,2
752,2018-02-05,78,False,False,False,False,5,28,2
753,2018-02-06,82,False,False,False,False,5,58,2
754,2018-02-07,73,False,False,False,False,4,89,3
755,2018-02-08,93,False,False,False,False,4,78,3
756,2018-02-09,76,False,False,False,False,5,48,3
757,2018-02-11,91,False,False,False,False,5,54,3
758,2018-02-12,91,False,False,False,False,6,8,2
759,2018-02-13,81,False,False,False,False,4,71,4
760,2018-02-14,71,False,False,False,False,5,86,1
761,2018-02-15,80,False,False,False,False,6,13,2
762,2018-02-16,91,False,False,False,False,5,85,3
